Transcript stable ID	Gene stable ID	Gene type	Gene name
ENSRNOT00000021153.3	ENSRNOG00000015741	protein_coding	Slc2a13
ENSRNOT00000068195.2	ENSRNOG00000050497	protein_coding	Znf7
ENSRNOT00000060181.3	ENSRNOG00000050497	protein_coding	Znf7
ENSRNOT00000064907.3	ENSRNOG00000025512	protein_coding	Mettl17
ENSRNOT00000070876.1	ENSRNOG00000048358	protein_coding	LOC100911107
ENSRNOT00000044310.5	ENSRNOG00000004269	protein_coding	Myt1l
ENSRNOT00000005905.6	ENSRNOG00000004269	protein_coding	Myt1l
ENSRNOT00000081567.1	ENSRNOG00000020669	protein_coding	Ovol1
ENSRNOT00000028081.5	ENSRNOG00000020669	protein_coding	Ovol1
ENSRNOT00000082806.1	ENSRNOG00000058785	protein_coding	Ccdc142
ENSRNOT00000027579.4	ENSRNOG00000020357	protein_coding	Msto1
ENSRNOT00000036330.5	ENSRNOG00000025122	protein_coding	AABR07005506.1
ENSRNOT00000072686.1	ENSRNOG00000049108	protein_coding	AABR07017772.1
ENSRNOT00000073003.2	ENSRNOG00000046147	protein_coding	Knop1
ENSRNOT00000073846.1	ENSRNOG00000046109	protein_coding	LOC689574
ENSRNOT00000088988.1	ENSRNOG00000018414	protein_coding	Csf1r
ENSRNOT00000079360.1	ENSRNOG00000018414	protein_coding	Csf1r
ENSRNOT00000049357.4	ENSRNOG00000018414	protein_coding	Csf1r
ENSRNOT00000021855.2	ENSRNOG00000016331	protein_coding	RGD1561206
ENSRNOT00000056813.2	ENSRNOG00000003374	protein_coding	LOC103690141
ENSRNOT00000081981.1	ENSRNOG00000003374	protein_coding	LOC103690141
ENSRNOT00000012253.7	ENSRNOG00000009163	protein_coding	Fam133b
ENSRNOT00000042660.4	ENSRNOG00000031313	protein_coding	AC103024.1
ENSRNOT00000089432.1	ENSRNOG00000057061	protein_coding	Hoxa13
ENSRNOT00000023079.3	ENSRNOG00000017187	protein_coding	LOC108348173
ENSRNOT00000091811.1	ENSRNOG00000009588	protein_coding	Snph
ENSRNOT00000012727.5	ENSRNOG00000009588	protein_coding	Snph
ENSRNOT00000066805.2	ENSRNOG00000015292	protein_coding	Cul2
ENSRNOT00000079607.1	ENSRNOG00000015292	protein_coding	Cul2
ENSRNOT00000061146.2	ENSRNOG00000039841	protein_coding	Spata45
ENSRNOT00000026676.4	ENSRNOG00000019692	protein_coding	Metrn
ENSRNOT00000089965.1	ENSRNOG00000060738	protein_coding	LOC108348153
ENSRNOT00000016423.6	ENSRNOG00000011292	protein_coding	NEWGENE_621351
ENSRNOT00000089292.1	ENSRNOG00000011292	protein_coding	NEWGENE_621351
ENSRNOT00000059383.4	ENSRNOG00000038864	protein_coding	AC135409.1
ENSRNOT00000088442.1	ENSRNOG00000051480	protein_coding	Fxr1
ENSRNOT00000055441.2	ENSRNOG00000036917	protein_coding	Amn1
ENSRNOT00000005539.7	ENSRNOG00000004013	protein_coding	Grip1
ENSRNOT00000064448.4	ENSRNOG00000004013	protein_coding	Grip1
ENSRNOT00000005545.5	ENSRNOG00000004013	protein_coding	Grip1
ENSRNOT00000088861.1	ENSRNOG00000004013	protein_coding	Grip1
ENSRNOT00000078505.1	ENSRNOG00000003399	protein_coding	Hnrnph1
ENSRNOT00000067188.2	ENSRNOG00000003399	protein_coding	Hnrnph1
ENSRNOT00000059190.4	ENSRNOG00000003399	protein_coding	Hnrnph1
ENSRNOT00000003545.5	ENSRNOG00000002628	protein_coding	Vom2r32
ENSRNOT00000080755.1	ENSRNOG00000002628	protein_coding	Vom2r32
ENSRNOT00000009532.6	ENSRNOG00000007230	protein_coding	Kank3
ENSRNOT00000073132.1	ENSRNOG00000057986	pseudogene	AABR07034980.2
ENSRNOT00000080160.1	ENSRNOG00000055863	snRNA	U6
ENSRNOT00000021719.6	ENSRNOG00000016223	protein_coding	Pdha2
ENSRNOT00000038733.2	ENSRNOG00000037621	protein_coding	RGD1309870
ENSRNOT00000057067.2	ENSRNOG00000037621	protein_coding	RGD1309870
ENSRNOT00000084763.1	ENSRNOG00000056104	snoRNA	SNORA26
ENSRNOT00000056706.3	ENSRNOG00000037462	protein_coding	Eml6
ENSRNOT00000090842.1	ENSRNOG00000058215	snoRNA	SNORA32
ENSRNOT00000049499.3	ENSRNOG00000002397	protein_coding	Slc30a10
ENSRNOT00000064949.2	ENSRNOG00000042502	protein_coding	Smim17
ENSRNOT00000077984.1	ENSRNOG00000061074	misc_RNA	Y_RNA
ENSRNOT00000042150.4	ENSRNOG00000046751	protein_coding	LOC100909409
ENSRNOT00000044279.4	ENSRNOG00000031669	protein_coding	Lpp
ENSRNOT00000087514.1	ENSRNOG00000060125	snRNA	U6
ENSRNOT00000006734.5	ENSRNOG00000005077	processed_pseudogene	AABR07015719.1
ENSRNOT00000086055.1	ENSRNOG00000052561	snRNA	U2
ENSRNOT00000066722.1	ENSRNOG00000006167	protein_coding	Rasal3
ENSRNOT00000092105.1	ENSRNOG00000061741	protein_coding	AABR07000989.1
ENSRNOT00000036375.4	ENSRNOG00000048017	protein_coding	Igkv5-37
ENSRNOT00000082993.1	ENSRNOG00000054025	snRNA	U6
ENSRNOT00000089083.1	ENSRNOG00000061317	protein_coding	AABR07011733.1
ENSRNOT00000080297.1	ENSRNOG00000055690	snoRNA	SNORA17
ENSRNOT00000082459.1	ENSRNOG00000059448	protein_coding	Vom1r84
ENSRNOT00000084785.1	ENSRNOG00000056060	protein_coding	AC094647.2
ENSRNOT00000089314.1	ENSRNOG00000017693	protein_coding	Slc2a5
ENSRNOT00000024054.5	ENSRNOG00000017693	protein_coding	Slc2a5
ENSRNOT00000046768.2	ENSRNOG00000003713	protein_coding	LOC103689993
ENSRNOT00000088488.1	ENSRNOG00000054088	ribozyme	RNaseP_nuc
ENSRNOT00000064247.3	ENSRNOG00000042752	processed_pseudogene	AABR07065010.1
ENSRNOT00000017707.6	ENSRNOG00000013078	protein_coding	Zcchc7
ENSRNOT00000091984.1	ENSRNOG00000058256	snoRNA	SNORA17
ENSRNOT00000007039.3	ENSRNOG00000033690	protein_coding	Prss41
ENSRNOT00000013123.5	ENSRNOG00000009898	protein_coding	Cib4
ENSRNOT00000068636.2	ENSRNOG00000001587	protein_coding	Hoxd12
ENSRNOT00000065485.1	ENSRNOG00000042112	protein_coding	LOC100911271
ENSRNOT00000015170.4	ENSRNOG00000011340	protein_coding	Ankrd13c
ENSRNOT00000083038.1	ENSRNOG00000055550	snRNA	U6
ENSRNOT00000037752.3	ENSRNOG00000028404	protein_coding	Ppp1r1b
ENSRNOT00000087246.1	ENSRNOG00000056969	protein_coding	AABR07008911.1
ENSRNOT00000063330.2	ENSRNOG00000041577	miRNA	AABR07032232.1
ENSRNOT00000048779.3	ENSRNOG00000028989	protein_coding	Tryx5
ENSRNOT00000012638.7	ENSRNOG00000009533	protein_coding	Erich3
ENSRNOT00000071304.1	ENSRNOG00000047495	miRNA	AABR07049948.1
ENSRNOT00000072730.2	ENSRNOG00000046899	processed_pseudogene	AABR07031972.1
ENSRNOT00000085813.1	ENSRNOG00000055442	snoRNA	SNORA17
ENSRNOT00000079385.1	ENSRNOG00000053229	protein_coding	AABR07007905.2
ENSRNOT00000058116.3	ENSRNOG00000038176	protein_coding	Ufm1
ENSRNOT00000082169.1	ENSRNOG00000052965	snoRNA	SNORA32
ENSRNOT00000030704.4	ENSRNOG00000021872	protein_coding	Zfp213
ENSRNOT00000063374.1	ENSRNOG00000041621	miRNA	AC093937.1
ENSRNOT00000083985.1	ENSRNOG00000058786	pseudogene	Foxb2
ENSRNOT00000009746.6	ENSRNOG00000007432	protein_coding	Polr3b
ENSRNOT00000085773.1	ENSRNOG00000058179	misc_RNA	Metazoa_SRP
ENSRNOT00000019025.8	ENSRNOG00000013837	protein_coding	Tp53bp1
ENSRNOT00000084694.1	ENSRNOG00000009515	protein_coding	Pgm3
ENSRNOT00000067699.1	ENSRNOG00000009515	protein_coding	Pgm3
ENSRNOT00000086162.1	ENSRNOG00000055345	snoRNA	SNORA61
ENSRNOT00000009044.5	ENSRNOG00000027455	protein_coding	RGD1564804
ENSRNOT00000020337.4	ENSRNOG00000028504	protein_coding	Socs5
ENSRNOT00000053609.2	ENSRNOG00000035486	miRNA	Mir3565
ENSRNOT00000061252.5	ENSRNOG00000000904	protein_coding	Wdr95
ENSRNOT00000001203.7	ENSRNOG00000000904	protein_coding	Wdr95
ENSRNOT00000082659.1	ENSRNOG00000059449	misc_RNA	Metazoa_SRP
ENSRNOT00000068214.4	ENSRNOG00000012950	protein_coding	Efr3b
ENSRNOT00000013284.4	ENSRNOG00000009871	protein_coding	Piwil2
ENSRNOT00000005432.5	ENSRNOG00000004090	protein_coding	LOC100361025
ENSRNOT00000017103.4	ENSRNOG00000012817	protein_coding	Lrrc17
ENSRNOT00000091119.1	ENSRNOG00000056710	snoRNA	SNORA17
ENSRNOT00000021548.6	ENSRNOG00000016034	protein_coding	Cnot9
ENSRNOT00000090454.1	ENSRNOG00000053841	lincRNA	AABR07029769.1
ENSRNOT00000065877.2	ENSRNOG00000042062	pseudogene	AC105662.1
ENSRNOT00000084827.1	ENSRNOG00000055623	lincRNA	AABR07019811.1
ENSRNOT00000055487.2	ENSRNOG00000026840	protein_coding	Thap3
ENSRNOT00000030558.5	ENSRNOG00000022860	protein_coding	Swi5
ENSRNOT00000084033.1	ENSRNOG00000058736	lincRNA	AC106606.1
ENSRNOT00000081147.1	ENSRNOG00000056851	protein_coding	AABR07041779.2
ENSRNOT00000087357.1	ENSRNOG00000061750	lincRNA	AABR07035650.2
ENSRNOT00000077224.1	ENSRNOG00000055127	lincRNA	AABR07065897.1
ENSRNOT00000088997.1	ENSRNOG00000059084	protein_coding	AABR07073400.1
ENSRNOT00000067375.3	ENSRNOG00000038933	protein_coding	Spcs3
ENSRNOT00000015792.7	ENSRNOG00000011467	protein_coding	Uck1
ENSRNOT00000078560.1	ENSRNOG00000061104	lincRNA	AABR07057171.1
ENSRNOT00000083349.1	ENSRNOG00000055759	lincRNA	AABR07043454.1
ENSRNOT00000029629.4	ENSRNOG00000026408	protein_coding	Rnf169
ENSRNOT00000074064.2	ENSRNOG00000047389	protein_coding	AABR07057787.1
ENSRNOT00000036337.3	ENSRNOG00000022450	protein_coding	LOC680646
ENSRNOT00000077671.1	ENSRNOG00000005985	protein_coding	Kcnma1
ENSRNOT00000065542.4	ENSRNOG00000005985	protein_coding	Kcnma1
ENSRNOT00000066928.3	ENSRNOG00000005985	protein_coding	Kcnma1
ENSRNOT00000091318.1	ENSRNOG00000005985	protein_coding	Kcnma1
ENSRNOT00000086336.1	ENSRNOG00000008857	protein_coding	Adamts10
ENSRNOT00000011849.5	ENSRNOG00000008857	protein_coding	Adamts10
ENSRNOT00000085941.1	ENSRNOG00000058503	protein_coding	Olr348
ENSRNOT00000091043.1	ENSRNOG00000051610	protein_coding	AABR07050719.1
ENSRNOT00000043716.3	ENSRNOG00000031380	protein_coding	Wfdc9
ENSRNOT00000038646.6	ENSRNOG00000057165	protein_coding	AABR07034730.3
ENSRNOT00000089455.1	ENSRNOG00000054879	protein_coding	Zic2
ENSRNOT00000069661.1	ENSRNOG00000044394	rRNA	5S_rRNA
ENSRNOT00000018734.5	ENSRNOG00000013816	protein_coding	Cmas
ENSRNOT00000015406.5	ENSRNOG00000011308	protein_coding	Uhrf2
ENSRNOT00000072554.1	ENSRNOG00000049320	protein_coding	LOC100911438
ENSRNOT00000086176.1	ENSRNOG00000052132	snRNA	U6
ENSRNOT00000080493.1	ENSRNOG00000058207	protein_coding	Olr1331
ENSRNOT00000082565.1	ENSRNOG00000056991	snRNA	U6
ENSRNOT00000012469.5	ENSRNOG00000009050	protein_coding	Amn
ENSRNOT00000090965.1	ENSRNOG00000061551	snoRNA	SNORA17
ENSRNOT00000011636.3	ENSRNOG00000008804	protein_coding	Olr1622
ENSRNOT00000005774.7	ENSRNOG00000004110	protein_coding	Trib2
ENSRNOT00000074842.2	ENSRNOG00000048576	protein_coding	LOC100911107
ENSRNOT00000068278.3	ENSRNOG00000018018	protein_coding	Kcnip2
ENSRNOT00000024709.5	ENSRNOG00000018018	protein_coding	Kcnip2
ENSRNOT00000024750.4	ENSRNOG00000018018	protein_coding	Kcnip2
ENSRNOT00000090765.1	ENSRNOG00000018018	protein_coding	Kcnip2
ENSRNOT00000071008.2	ENSRNOG00000050249	protein_coding	LOC102551633
ENSRNOT00000088071.1	ENSRNOG00000054363	snRNA	U7
ENSRNOT00000040647.2	ENSRNOG00000030614	protein_coding	LOC689899
ENSRNOT00000075272.2	ENSRNOG00000060494	protein_coding	RGD1560554
ENSRNOT00000084313.1	ENSRNOG00000060750	protein_coding	Rnf111
ENSRNOT00000082709.1	ENSRNOG00000060750	protein_coding	Rnf111
ENSRNOT00000083067.1	ENSRNOG00000001963	protein_coding	Mx2
ENSRNOT00000087603.1	ENSRNOG00000001963	protein_coding	Mx2
ENSRNOT00000002695.5	ENSRNOG00000001963	protein_coding	Mx2
ENSRNOT00000084877.1	ENSRNOG00000058349	misc_RNA	Y_RNA
ENSRNOT00000082603.1	ENSRNOG00000007400	protein_coding	Srebf2
ENSRNOT00000056041.2	ENSRNOG00000007400	protein_coding	Srebf2
ENSRNOT00000075786.1	ENSRNOG00000050996	protein_coding	Kctd4
ENSRNOT00000017386.5	ENSRNOG00000012534	protein_coding	Mfsd10
ENSRNOT00000071988.1	ENSRNOG00000046930	miRNA	AABR07047318.1
ENSRNOT00000006243.6	ENSRNOG00000004704	protein_coding	Dcstamp
ENSRNOT00000046112.1	ENSRNOG00000029652	protein_coding	LOC499823
ENSRNOT00000067997.3	ENSRNOG00000061438	protein_coding	LOC100360491
ENSRNOT00000085533.1	ENSRNOG00000051388	snoRNA	SNORA17
ENSRNOT00000028544.5	ENSRNOG00000021023	protein_coding	Mag
ENSRNOT00000044532.5	ENSRNOG00000021023	protein_coding	Mag
ENSRNOT00000078795.1	ENSRNOG00000058704	snRNA	U7
ENSRNOT00000025745.3	ENSRNOG00000018853	protein_coding	Slc28a3
ENSRNOT00000057509.3	ENSRNOG00000029012	protein_coding	Shisa6
ENSRNOT00000030794.2	ENSRNOG00000022387	protein_coding	Olr1589
ENSRNOT00000085141.1	ENSRNOG00000060953	protein_coding	Olr196
ENSRNOT00000079831.1	ENSRNOG00000054887	snRNA	U6atac
ENSRNOT00000083897.1	ENSRNOG00000058917	snRNA	U2
ENSRNOT00000078368.1	ENSRNOG00000043439	protein_coding	Zfp707l1
ENSRNOT00000066233.2	ENSRNOG00000043439	protein_coding	Zfp707l1
ENSRNOT00000028458.5	ENSRNOG00000020955	protein_coding	Myl3
ENSRNOT00000091219.1	ENSRNOG00000051783	misc_RNA	7SK
ENSRNOT00000066310.1	ENSRNOG00000042258	protein_coding	RGD1561157
ENSRNOT00000002956.7	ENSRNOG00000002165	protein_coding	Fam175a
ENSRNOT00000011336.4	ENSRNOG00000008075	protein_coding	Ift74
ENSRNOT00000085936.1	ENSRNOG00000001275	protein_coding	Tmem184a
ENSRNOT00000001718.5	ENSRNOG00000001275	protein_coding	Tmem184a
ENSRNOT00000082912.1	ENSRNOG00000022511	protein_coding	tGap1
ENSRNOT00000033404.7	ENSRNOG00000022511	protein_coding	tGap1
ENSRNOT00000065774.3	ENSRNOG00000022511	protein_coding	tGap1
ENSRNOT00000089422.1	ENSRNOG00000022511	protein_coding	tGap1
ENSRNOT00000045279.5	ENSRNOG00000007814	protein_coding	Kdm3a
ENSRNOT00000077447.1	ENSRNOG00000007814	protein_coding	Kdm3a
ENSRNOT00000081887.1	ENSRNOG00000059104	misc_RNA	7SK
ENSRNOT00000027949.6	ENSRNOG00000020580	protein_coding	LOC500956
ENSRNOT00000012826.4	ENSRNOG00000009243	protein_coding	Oaf
ENSRNOT00000085116.1	ENSRNOG00000061492	protein_coding	
ENSRNOT00000085417.1	ENSRNOG00000054471	snRNA	U6
ENSRNOT00000044071.5	ENSRNOG00000025702	protein_coding	Kdm2b
ENSRNOT00000080473.1	ENSRNOG00000053781	lincRNA	AABR07046819.1
ENSRNOT00000082771.1	ENSRNOG00000056364	lincRNA	AABR07073021.1
ENSRNOT00000056615.4	ENSRNOG00000037415	pseudogene	AABR07002938.1
ENSRNOT00000080484.1	ENSRNOG00000052239	lincRNA	AABR07045313.1
ENSRNOT00000010748.3	ENSRNOG00000007955	protein_coding	Timp4
ENSRNOT00000033837.4	ENSRNOG00000039183	protein_coding	RGD1310335
ENSRNOT00000072631.1	ENSRNOG00000049373	protein_coding	Olr855
ENSRNOT00000071276.2	ENSRNOG00000053252	pseudogene	AABR07012030.1
ENSRNOT00000092098.1	ENSRNOG00000054247	lincRNA	AABR07064230.1
ENSRNOT00000089696.1	ENSRNOG00000056598	lincRNA	AABR07007987.1
ENSRNOT00000024858.5	ENSRNOG00000018379	protein_coding	Zfp688
ENSRNOT00000087972.1	ENSRNOG00000051677	lincRNA	AABR07060222.1
ENSRNOT00000083938.1	ENSRNOG00000059016	protein_coding	Tspan12
ENSRNOT00000087882.1	ENSRNOG00000055360	misc_RNA	uc_338
ENSRNOT00000000022.3	ENSRNOG00000000021	pseudogene	AABR07061902.1
ENSRNOT00000081220.1	ENSRNOG00000060851	pseudogene	AC105662.2
ENSRNOT00000083084.1	ENSRNOG00000053563	snRNA	U6
ENSRNOT00000024580.3	ENSRNOG00000018260	protein_coding	Hrh2
ENSRNOT00000056546.2	ENSRNOG00000037368	protein_coding	4933427I04Rik
ENSRNOT00000051720.2	ENSRNOG00000011474	protein_coding	Ppp1r3b
ENSRNOT00000082091.1	ENSRNOG00000011474	protein_coding	Ppp1r3b
ENSRNOT00000078225.1	ENSRNOG00000056755	misc_RNA	7SK
ENSRNOT00000090079.1	ENSRNOG00000053269	protein_coding	Tmem106c
ENSRNOT00000005866.4	ENSRNOG00000004372	protein_coding	Cbln4
ENSRNOT00000010463.6	ENSRNOG00000007726	protein_coding	Mcam
ENSRNOT00000090780.1	ENSRNOG00000007726	protein_coding	Mcam
ENSRNOT00000082036.1	ENSRNOG00000022162	protein_coding	Pbx3
ENSRNOT00000029600.5	ENSRNOG00000022162	protein_coding	Pbx3
ENSRNOT00000075152.1	ENSRNOG00000048218	miRNA	AABR07065115.1
ENSRNOT00000008648.5	ENSRNOG00000039571	protein_coding	Glod5
ENSRNOT00000013150.4	ENSRNOG00000061596	protein_coding	Olr528
ENSRNOT00000075714.2	ENSRNOG00000046204	protein_coding	Tspan15
ENSRNOT00000086169.1	ENSRNOG00000060203	snoRNA	SNORD113
ENSRNOT00000065884.1	ENSRNOG00000042105	protein_coding	Lce1l
ENSRNOT00000081952.1	ENSRNOG00000009198	protein_coding	Rab6b
ENSRNOT00000012219.6	ENSRNOG00000009198	protein_coding	Rab6b
ENSRNOT00000027055.5	ENSRNOG00000019864	protein_coding	Fam132a
ENSRNOT00000077538.1	ENSRNOG00000056081	misc_RNA	7SK
ENSRNOT00000018221.7	ENSRNOG00000013439	protein_coding	Cpn1
ENSRNOT00000074722.1	ENSRNOG00000048227	rRNA	5S_rRNA
ENSRNOT00000071756.1	ENSRNOG00000048744	protein_coding	LOC100910928
ENSRNOT00000036545.5	ENSRNOG00000025601	protein_coding	Topaz1
ENSRNOT00000066663.3	ENSRNOG00000026044	protein_coding	Prrg1
ENSRNOT00000048253.1	ENSRNOG00000029739	protein_coding	Olr1397
ENSRNOT00000083073.1	ENSRNOG00000051409	snoRNA	SNORA44
ENSRNOT00000026926.2	ENSRNOG00000027806	protein_coding	Olr1509
ENSRNOT00000086110.1	ENSRNOG00000058633	snRNA	U6
ENSRNOT00000009756.5	ENSRNOG00000007335	protein_coding	Ccl11
ENSRNOT00000044523.3	ENSRNOG00000029897	protein_coding	AABR07000156.1
ENSRNOT00000045192.4	ENSRNOG00000007576	protein_coding	Zfp597
ENSRNOT00000080280.1	ENSRNOG00000057698	misc_RNA	7SK
ENSRNOT00000009417.5	ENSRNOG00000007151	protein_coding	Cdk14
ENSRNOT00000035637.3	ENSRNOG00000025716	protein_coding	Lsm10
ENSRNOT00000079779.1	ENSRNOG00000025716	protein_coding	Lsm10
ENSRNOT00000028615.4	ENSRNOG00000021063	protein_coding	Grin2d
ENSRNOT00000084869.1	ENSRNOG00000021063	protein_coding	Grin2d
ENSRNOT00000077608.1	ENSRNOG00000051411	snoRNA	SNORA17
ENSRNOT00000072722.2	ENSRNOG00000048990	protein_coding	AABR07037356.1
ENSRNOT00000084364.1	ENSRNOG00000052335	snRNA	U6
ENSRNOT00000005476.8	ENSRNOG00000004033	protein_coding	Sema6a
ENSRNOT00000005446.5	ENSRNOG00000004033	protein_coding	Sema6a
ENSRNOT00000028609.4	ENSRNOG00000021068	protein_coding	Pip5k1a
ENSRNOT00000082500.1	ENSRNOG00000004425	protein_coding	Klhdc1
ENSRNOT00000064668.2	ENSRNOG00000004425	protein_coding	Klhdc1
ENSRNOT00000081211.1	ENSRNOG00000057720	miRNA	AABR07027753.3
ENSRNOT00000084689.1	ENSRNOG00000055542	protein_coding	Vom1r93
ENSRNOT00000019135.4	ENSRNOG00000013865	protein_coding	Zmym6
ENSRNOT00000079732.1	ENSRNOG00000013865	protein_coding	Zmym6
ENSRNOT00000073134.2	ENSRNOG00000060711	protein_coding	Olr718
ENSRNOT00000021971.4	ENSRNOG00000016421	protein_coding	Tyr
ENSRNOT00000023858.2	ENSRNOG00000017681	protein_coding	Lim2
ENSRNOT00000083131.1	ENSRNOG00000051572	lincRNA	LOC102555189
ENSRNOT00000084991.1	ENSRNOG00000057186	protein_coding	Kctd5
ENSRNOT00000038006.5	ENSRNOG00000023209	protein_coding	Slamf7
ENSRNOT00000088884.1	ENSRNOG00000023209	protein_coding	Slamf7
ENSRNOT00000029558.3	ENSRNOG00000028533	protein_coding	LOC689618
ENSRNOT00000077392.1	ENSRNOG00000054592	lincRNA	AC111831.1
ENSRNOT00000057738.4	ENSRNOG00000018859	protein_coding	Pik3ip1
ENSRNOT00000085228.1	ENSRNOG00000018859	protein_coding	Pik3ip1
ENSRNOT00000082618.1	ENSRNOG00000061085	protein_coding	Fancd2
ENSRNOT00000048010.4	ENSRNOG00000048696	protein_coding	AABR07065792.2
ENSRNOT00000050179.5	ENSRNOG00000017707	protein_coding	Abi2
ENSRNOT00000077969.1	ENSRNOG00000055882	lincRNA	AABR07032422.1
ENSRNOT00000061606.4	ENSRNOG00000040064	protein_coding	Krtap16-5
ENSRNOT00000085835.1	ENSRNOG00000029698	protein_coding	Pim3
ENSRNOT00000043461.4	ENSRNOG00000029698	protein_coding	Pim3
ENSRNOT00000077939.1	ENSRNOG00000053520	lincRNA	LOC102549991
ENSRNOT00000088366.1	ENSRNOG00000055302	lincRNA	AABR07051326.1
ENSRNOT00000028713.7	ENSRNOG00000019093	protein_coding	Nrg2
ENSRNOT00000025902.8	ENSRNOG00000019093	protein_coding	Nrg2
ENSRNOT00000072476.1	ENSRNOG00000050820	protein_coding	Olr1369
ENSRNOT00000028511.7	ENSRNOG00000021007	protein_coding	Snx15
ENSRNOT00000087716.1	ENSRNOG00000053504	lincRNA	AABR07063652.1
ENSRNOT00000083394.1	ENSRNOG00000005130	protein_coding	LOC103693780
ENSRNOT00000057199.4	ENSRNOG00000005130	protein_coding	LOC103693780
ENSRNOT00000004570.5	ENSRNOG00000003307	protein_coding	Gcdh
ENSRNOT00000080064.1	ENSRNOG00000052827	lincRNA	AABR07052085.2
ENSRNOT00000081922.1	ENSRNOG00000037339	protein_coding	Siglec10
ENSRNOT00000015941.5	ENSRNOG00000037339	protein_coding	Siglec10
ENSRNOT00000002405.5	ENSRNOG00000001765	protein_coding	Slc51a
ENSRNOT00000073537.2	ENSRNOG00000048973	protein_coding	NEWGENE_1306399
ENSRNOT00000087914.1	ENSRNOG00000051611	lincRNA	AABR07019392.1
ENSRNOT00000091164.1	ENSRNOG00000060735	protein_coding	AABR07053136.1
ENSRNOT00000078276.1	ENSRNOG00000058541	lincRNA	AABR07033607.1
ENSRNOT00000034704.6	ENSRNOG00000028357	protein_coding	Lrrc14b
ENSRNOT00000091064.1	ENSRNOG00000057565	lincRNA	AABR07064468.1
ENSRNOT00000090475.1	ENSRNOG00000004563	protein_coding	Sec24a
ENSRNOT00000006356.5	ENSRNOG00000004563	protein_coding	Sec24a
ENSRNOT00000087858.1	ENSRNOG00000054398	lincRNA	AABR07053198.1
ENSRNOT00000028164.3	ENSRNOG00000020746	protein_coding	Lin7b
ENSRNOT00000020076.3	ENSRNOG00000014899	pseudogene	AC110824.1
ENSRNOT00000006705.5	ENSRNOG00000004923	protein_coding	Map4k5
ENSRNOT00000091539.1	ENSRNOG00000054202	lincRNA	AABR07065190.1
ENSRNOT00000086301.1	ENSRNOG00000054688	protein_coding	AABR07065768.2
ENSRNOT00000087135.1	ENSRNOG00000061326	lincRNA	AABR07054487.1
ENSRNOT00000022845.2	ENSRNOG00000016999	protein_coding	Grp
ENSRNOT00000019797.5	ENSRNOG00000014745	protein_coding	Pdha1l1
ENSRNOT00000047152.5	ENSRNOG00000030238	protein_coding	Fndc5
ENSRNOT00000085711.1	ENSRNOG00000054950	lincRNA	AABR07026037.1
ENSRNOT00000071729.2	ENSRNOG00000046361	protein_coding	LOC100911622
ENSRNOT00000085460.1	ENSRNOG00000057618	protein_coding	Igkv4-92
ENSRNOT00000091825.1	ENSRNOG00000055301	lincRNA	AABR07009986.1
ENSRNOT00000074553.1	ENSRNOG00000046240	pseudogene	AABR07022023.1
ENSRNOT00000075542.1	ENSRNOG00000050969	protein_coding	AABR07054708.1
ENSRNOT00000023125.7	ENSRNOG00000017133	protein_coding	LOC306766
ENSRNOT00000087267.1	ENSRNOG00000051958	lincRNA	AABR07037943.1
ENSRNOT00000083877.1	ENSRNOG00000051958	lincRNA	AABR07037943.1
ENSRNOT00000058063.1	ENSRNOG00000038151	protein_coding	Defb11
ENSRNOT00000011586.6	ENSRNOG00000008625	protein_coding	Rimkla
ENSRNOT00000003730.5	ENSRNOG00000002789	protein_coding	AABR07039648.1
ENSRNOT00000027704.6	ENSRNOG00000020430	protein_coding	Wdr11
ENSRNOT00000082445.1	ENSRNOG00000003241	protein_coding	Gabrg2
ENSRNOT00000004619.2	ENSRNOG00000003241	protein_coding	Gabrg2
ENSRNOT00000089445.1	ENSRNOG00000057678	lincRNA	AABR07038174.1
ENSRNOT00000056877.1	ENSRNOG00000037541	protein_coding	LOC108348111
ENSRNOT00000087479.1	ENSRNOG00000061623	lincRNA	AABR07043354.1
ENSRNOT00000040440.5	ENSRNOG00000004083	protein_coding	Zc3h14
ENSRNOT00000039509.5	ENSRNOG00000004083	protein_coding	Zc3h14
ENSRNOT00000078050.1	ENSRNOG00000004083	protein_coding	Zc3h14
ENSRNOT00000048768.2	ENSRNOG00000031408	protein_coding	AC097129.1
ENSRNOT00000085679.1	ENSRNOG00000061056	lincRNA	AABR07042514.3
ENSRNOT00000043279.3	ENSRNOG00000037744	protein_coding	Oas1i
ENSRNOT00000007583.7	ENSRNOG00000005513	protein_coding	Srsf5
ENSRNOT00000038747.4	ENSRNOG00000022012	protein_coding	Tnfrsf18
ENSRNOT00000021506.4	ENSRNOG00000015980	protein_coding	Dclre1c
ENSRNOT00000091280.1	ENSRNOG00000056781	protein_coding	Cfap221
ENSRNOT00000085523.1	ENSRNOG00000053975	lincRNA	AC241722.1
ENSRNOT00000027116.5	ENSRNOG00000019983	protein_coding	Mlx
ENSRNOT00000024938.7	ENSRNOG00000018453	protein_coding	Nop2
ENSRNOT00000081690.1	ENSRNOG00000058565	lincRNA	AABR07071619.1
ENSRNOT00000012975.2	ENSRNOG00000009686	protein_coding	Aqp7
ENSRNOT00000022437.6	ENSRNOG00000016459	protein_coding	Eif3j
ENSRNOT00000078980.1	ENSRNOG00000019624	protein_coding	Morc2
